"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 04 14:56:30 UTC 2020","Wed Mar 04 14:56:59 UTC 2020","29530","Surefire suite","Surefire test","SimpleTest","SimpleTest","test_1","test_1",""
"passed","Wed Mar 04 14:56:29 UTC 2020","Wed Mar 04 14:56:58 UTC 2020","28735","Surefire suite","Surefire test","EasyTest","EasyTest","test_4","test_4",""
"passed","Wed Mar 04 14:56:29 UTC 2020","Wed Mar 04 14:56:58 UTC 2020","29028","Surefire suite","Surefire test","EasyTest","EasyTest","test_3","test_3",""
"passed","Wed Mar 04 14:56:30 UTC 2020","Wed Mar 04 14:56:59 UTC 2020","29315","Surefire suite","Surefire test","SimpleTest","SimpleTest","test_2","test_2",""
